respID,qID,altID,obsID,price,portion_size,smell,Nutrition,texture
178,1,3,1771,6.99,5,Peanutbutter,18%,Crumbly
178,2,1,1772,9.99,1.5,Peanutbutter,22%,Crumbly
178,2,2,1772,15,1.5,Peanutbutter,22%,Crumbly
178,2,3,1772,9.99,3,Peanutbutter,22%,Crumbly
178,3,1,1773,6.99,3,Neutral,22%,Crumbly
178,3,2,1773,9.99,3,Neutral,20%,Hard
178,3,3,1773,9.99,5,Peanutbutter,22%,Crumbly
178,4,1,1774,6.99,5,Peanutbutter,20%,Hard
178,4,2,1774,15,1.5,Peanutbutter,18%,Crumbly
178,4,3,1774,9.99,5,Peanutbutter,22%,Hard
178,5,1,1775,15,5,Peanutbutter,18%,Hard
178,5,2,1775,15,5,Neutral,22%,Crumbly
178,5,3,1775,9.99,3,Neutral,18%,Hard
178,6,1,1776,9.99,5,Peanutbutter,18%,Hard
178,6,2,1776,6.99,1.5,Neutral,20%,Hard
178,6,3,1776,9.99,3,Neutral,22%,Crumbly
178,7,1,1777,6.99,5,Peanutbutter,20%,Crumbly
178,7,2,1777,15,3,Peanutbutter,18%,Crumbly
178,7,3,1777,15,1.5,Neutral,18%,Crumbly
178,8,1,1778,15,5,Peanutbutter,20%,Hard
178,8,2,1778,6.99,1.5,Neutral,20%,Crumbly
178,8,3,1778,9.99,3,Peanutbutter,22%,Hard
178,9,1,1779,15,1.5,Neutral,20%,Hard
178,9,2,1779,6.99,5,Neutral,18%,Hard
178,9,3,1779,6.99,5,Peanutbutter,20%,Hard
178,10,1,1780,9.99,1.5,Neutral,22%,Crumbly
178,10,2,1780,9.99,5,Neutral,22%,Hard
178,10,3,1780,6.99,3,Peanutbutter,18%,Crumbly
179,1,1,1781,9.99,1.5,Neutral,22%,Crumbly
179,1,2,1781,15,3,Neutral,20%,Hard
179,1,3,1781,9.99,1.5,Peanutbutter,18%,Hard
179,2,1,1782,9.99,1.5,Neutral,18%,Hard
179,2,2,1782,6.99,1.5,Peanutbutter,20%,Hard
179,2,3,1782,15,5,Peanutbutter,22%,Crumbly
179,3,1,1783,9.99,5,Neutral,20%,Crumbly
179,3,2,1783,15,5,Peanutbutter,20%,Crumbly
179,3,3,1783,15,1.5,Neutral,20%,Crumbly
179,4,1,1784,15,1.5,Peanutbutter,22%,Crumbly
179,4,2,1784,6.99,5,Neutral,18%,Crumbly
179,4,3,1784,9.99,5,Peanutbutter,20%,Hard
179,5,1,1785,15,1.5,Peanutbutter,20%,Crumbly
179,5,2,1785,6.99,5,Peanutbutter,22%,Hard
179,5,3,1785,9.99,1.5,Peanutbutter,22%,Crumbly
179,6,1,1786,6.99,5,Neutral,20%,Crumbly
179,6,2,1786,15,1.5,Peanutbutter,20%,Crumbly
179,6,3,1786,9.99,5,Peanutbutter,18%,Hard
179,7,1,1787,15,5,Peanutbutter,18%,Crumbly
179,7,2,1787,6.99,1.5,Neutral,20%,Crumbly
179,7,3,1787,9.99,1.5,Peanutbutter,18%,Hard
179,8,1,1788,15,5,Peanutbutter,20%,Hard
179,8,2,1788,15,3,Peanutbutter,20%,Hard
179,8,3,1788,15,3,Neutral,20%,Hard
179,9,1,1789,9.99,5,Neutral,22%,Hard
179,9,2,1789,9.99,5,Peanutbutter,18%,Crumbly
179,9,3,1789,6.99,5,Neutral,18%,Crumbly
179,10,1,1790,9.99,1.5,Neutral,20%,Crumbly
179,10,2,1790,15,3,Neutral,18%,Crumbly
179,10,3,1790,6.99,1.5,Peanutbutter,20%,Hard
180,1,1,1791,6.99,1.5,Neutral,18%,Crumbly
180,1,2,1791,6.99,1.5,Peanutbutter,18%,Crumbly
180,1,3,1791,15,1.5,Peanutbutter,22%,Hard
180,2,1,1792,6.99,5,Neutral,20%,Hard
180,2,2,1792,15,5,Neutral,20%,Hard
180,2,3,1792,6.99,1.5,Neutral,20%,Hard
180,3,1,1793,15,5,Neutral,20%,Hard
180,3,2,1793,6.99,3,Peanutbutter,20%,Crumbly
180,3,3,1793,6.99,1.5,Peanutbutter,18%,Hard
180,4,1,1794,9.99,3,Neutral,22%,Hard
180,4,2,1794,6.99,1.5,Neutral,18%,Crumbly
180,4,3,1794,9.99,3,Neutral,18%,Hard
180,5,1,1795,6.99,1.5,Neutral,18%,Hard
180,5,2,1795,9.99,3,Neutral,20%,Hard
180,5,3,1795,6.99,3,Neutral,22%,Crumbly
180,6,1,1796,6.99,3,Peanutbutter,22%,Crumbly
180,6,2,1796,6.99,5,Peanutbutter,18%,Hard
180,6,3,1796,15,1.5,Peanutbutter,18%,Hard
180,7,1,1797,6.99,1.5,Neutral,18%,Crumbly
180,7,2,1797,9.99,1.5,Peanutbutter,20%,Hard
180,7,3,1797,9.99,5,Neutral,20%,Hard
180,8,1,1798,15,3,Neutral,20%,Crumbly
180,8,2,1798,9.99,5,Neutral,20%,Crumbly
180,8,3,1798,15,3,Peanutbutter,20%,Crumbly
180,9,1,1799,9.99,1.5,Peanutbutter,22%,Hard
180,9,2,1799,9.99,5,Neutral,22%,Crumbly
180,9,3,1799,6.99,3,Neutral,18%,Hard
180,10,1,1800,9.99,3,Peanutbutter,18%,Hard
180,10,2,1800,6.99,5,Peanutbutter,22%,Crumbly
180,10,3,1800,9.99,3,Neutral,20%,Hard
181,1,1,1801,6.99,5,Peanutbutter,18%,Crumbly
181,1,2,1801,15,5,Neutral,18%,Hard
181,1,3,1801,6.99,3,Peanutbutter,18%,Crumbly
181,2,1,1802,15,5,Peanutbutter,22%,Hard
181,2,2,1802,15,3,Peanutbutter,18%,Hard
181,2,3,1802,9.99,5,Peanutbutter,22%,Hard
181,3,1,1803,9.99,3,Neutral,22%,Crumbly
181,3,2,1803,6.99,5,Peanutbutter,18%,Hard
181,3,3,1803,15,5,Peanutbutter,22%,Crumbly
181,4,1,1804,15,5,Neutral,22%,Hard
181,4,2,1804,9.99,1.5,Neutral,22%,Crumbly
181,4,3,1804,9.99,3,Neutral,20%,Crumbly
181,5,1,1805,15,3,Peanutbutter,20%,Crumbly
181,5,2,1805,6.99,5,Peanutbutter,20%,Crumbly
181,5,3,1805,6.99,3,Neutral,22%,Hard
181,6,1,1806,6.99,5,Neutral,18%,Crumbly
181,6,2,1806,9.99,5,Neutral,22%,Hard
181,6,3,1806,6.99,1.5,Neutral,22%,Crumbly
181,7,1,1807,9.99,3,Peanutbutter,22%,Crumbly
181,7,2,1807,15,5,Neutral,18%,Crumbly
181,7,3,1807,9.99,5,Peanutbutter,22%,Crumbly
181,8,1,1808,9.99,5,Peanutbutter,18%,Crumbly
181,8,2,1808,15,5,Neutral,18%,Hard
181,8,3,1808,15,1.5,Peanutbutter,18%,Crumbly
181,9,1,1809,9.99,5,Neutral,22%,Hard
181,9,2,1809,6.99,3,Peanutbutter,18%,Hard
181,9,3,1809,6.99,5,Neutral,18%,Crumbly
181,10,1,1810,9.99,3,Peanutbutter,18%,Hard
181,10,2,1810,6.99,5,Neutral,18%,Hard
181,10,3,1810,15,5,Peanutbutter,18%,Crumbly
182,1,1,1811,6.99,5,Peanutbutter,22%,Crumbly
182,1,2,1811,15,3,Peanutbutter,20%,Crumbly
182,1,3,1811,15,1.5,Neutral,22%,Crumbly
182,2,1,1812,9.99,5,Neutral,20%,Hard
182,2,2,1812,15,5,Peanutbutter,22%,Crumbly
182,2,3,1812,9.99,5,Peanutbutter,22%,Hard
182,3,1,1813,15,1.5,Neutral,18%,Crumbly
182,3,2,1813,9.99,5,Neutral,20%,Crumbly
182,3,3,1813,6.99,3,Peanutbutter,22%,Crumbly
182,4,1,1814,9.99,5,Neutral,22%,Hard
182,4,2,1814,15,1.5,Peanutbutter,18%,Hard
182,4,3,1814,9.99,3,Neutral,18%,Hard
182,5,1,1815,9.99,1.5,Neutral,22%,Hard
182,5,2,1815,15,5,Neutral,20%,Crumbly
182,5,3,1815,15,5,Peanutbutter,18%,Hard
182,6,1,1816,9.99,5,Peanutbutter,18%,Crumbly
182,6,2,1816,9.99,1.5,Peanutbutter,22%,Crumbly
182,6,3,1816,9.99,1.5,Peanutbutter,22%,Hard
182,7,1,1817,15,3,Neutral,18%,Crumbly
182,7,2,1817,6.99,1.5,Peanutbutter,20%,Crumbly
182,7,3,1817,6.99,1.5,Neutral,20%,Hard
182,8,1,1818,9.99,1.5,Peanutbutter,22%,Crumbly
182,8,2,1818,9.99,1.5,Neutral,22%,Hard
182,8,3,1818,6.99,3,Peanutbutter,22%,Crumbly
182,9,1,1819,6.99,5,Peanutbutter,20%,Crumbly
182,9,2,1819,15,5,Neutral,22%,Hard
182,9,3,1819,9.99,5,Peanutbutter,22%,Hard
182,10,1,1820,9.99,1.5,Peanutbutter,20%,Crumbly
182,10,2,1820,6.99,1.5,Peanutbutter,20%,Crumbly
182,10,3,1820,6.99,5,Neutral,22%,Crumbly
183,1,1,1821,6.99,5,Peanutbutter,18%,Crumbly
183,1,2,1821,15,5,Neutral,18%,Crumbly
183,1,3,1821,6.99,5,Peanutbutter,20%,Hard
183,2,1,1822,6.99,3,Neutral,20%,Crumbly
183,2,2,1822,9.99,1.5,Peanutbutter,20%,Hard
183,2,3,1822,15,3,Neutral,22%,Crumbly
183,3,1,1823,6.99,5,Peanutbutter,18%,Crumbly
183,3,2,1823,6.99,3,Neutral,22%,Crumbly
183,3,3,1823,9.99,3,Peanutbutter,18%,Hard
183,4,1,1824,6.99,5,Peanutbutter,22%,Crumbly
183,4,2,1824,9.99,5,Peanutbutter,20%,Crumbly
183,4,3,1824,15,1.5,Peanutbutter,20%,Hard
183,5,1,1825,6.99,5,Peanutbutter,20%,Hard
183,5,2,1825,6.99,5,Peanutbutter,22%,Crumbly
183,5,3,1825,9.99,1.5,Peanutbutter,20%,Hard
183,6,1,1826,9.99,1.5,Neutral,22%,Hard
183,6,2,1826,9.99,1.5,Peanutbutter,18%,Hard
183,6,3,1826,15,5,Peanutbutter,18%,Crumbly
183,7,1,1827,15,5,Peanutbutter,20%,Crumbly
183,7,2,1827,15,3,Peanutbutter,20%,Hard
183,7,3,1827,9.99,3,Peanutbutter,18%,Hard
183,8,1,1828,6.99,1.5,Peanutbutter,22%,Hard
183,8,2,1828,15,5,Peanutbutter,18%,Crumbly
183,8,3,1828,9.99,3,Peanutbutter,18%,Crumbly
183,9,1,1829,6.99,5,Peanutbutter,18%,Hard
183,9,2,1829,15,5,Neutral,18%,Hard
183,9,3,1829,15,5,Neutral,22%,Crumbly
183,10,1,1830,6.99,5,Peanutbutter,22%,Hard
183,10,2,1830,15,5,Neutral,18%,Hard
183,10,3,1830,15,1.5,Neutral,22%,Hard
184,1,1,1831,15,5,Neutral,20%,Hard
184,1,2,1831,9.99,1.5,Neutral,22%,Hard
184,1,3,1831,6.99,5,Neutral,22%,Crumbly
184,2,1,1832,6.99,5,Neutral,18%,Crumbly
184,2,2,1832,6.99,5,Neutral,18%,Hard
184,2,3,1832,6.99,3,Neutral,18%,Crumbly
184,3,1,1833,15,1.5,Neutral,18%,Hard
184,3,2,1833,9.99,1.5,Neutral,20%,Crumbly
184,3,3,1833,6.99,5,Peanutbutter,22%,Crumbly
184,4,1,1834,6.99,1.5,Neutral,18%,Hard
184,4,2,1834,9.99,1.5,Peanutbutter,18%,Hard
184,4,3,1834,15,5,Neutral,22%,Hard
184,5,1,1835,6.99,3,Peanutbutter,22%,Crumbly
184,5,2,1835,9.99,1.5,Peanutbutter,20%,Hard
184,5,3,1835,9.99,1.5,Neutral,18%,Hard
184,6,1,1836,15,3,Peanutbutter,20%,Crumbly
184,6,2,1836,9.99,3,Neutral,22%,Crumbly
184,6,3,1836,6.99,1.5,Neutral,18%,Hard
184,7,1,1837,15,5,Peanutbutter,22%,Hard
184,7,2,1837,15,5,Neutral,20%,Crumbly
184,7,3,1837,9.99,5,Peanutbutter,20%,Crumbly
184,8,1,1838,9.99,3,Peanutbutter,20%,Hard
184,8,2,1838,6.99,5,Neutral,20%,Hard
184,8,3,1838,15,5,Peanutbutter,22%,Crumbly
184,9,1,1839,6.99,3,Peanutbutter,18%,Hard
184,9,2,1839,9.99,5,Neutral,18%,Hard
184,9,3,1839,6.99,5,Peanutbutter,20%,Hard
184,10,1,1840,9.99,5,Neutral,20%,Hard
184,10,2,1840,15,3,Peanutbutter,18%,Hard
184,10,3,1840,15,1.5,Neutral,22%,Hard
185,1,1,1841,9.99,3,Peanutbutter,18%,Hard
185,1,2,1841,9.99,5,Peanutbutter,22%,Hard
185,1,3,1841,6.99,3,Peanutbutter,20%,Hard
185,2,1,1842,6.99,1.5,Neutral,20%,Hard
185,2,2,1842,9.99,1.5,Peanutbutter,20%,Hard
185,2,3,1842,6.99,3,Neutral,20%,Hard
185,3,1,1843,6.99,3,Peanutbutter,18%,Hard
185,3,2,1843,9.99,3,Neutral,18%,Hard
185,3,3,1843,6.99,3,Peanutbutter,22%,Hard
185,4,1,1844,15,1.5,Neutral,22%,Hard
185,4,2,1844,15,3,Peanutbutter,22%,Hard
185,4,3,1844,15,3,Neutral,22%,Hard
185,5,1,1845,9.99,3,Peanutbutter,22%,Hard
185,5,2,1845,15,3,Neutral,20%,Hard
185,5,3,1845,15,5,Peanutbutter,18%,Hard
185,6,1,1846,9.99,3,Neutral,18%,Crumbly
185,6,2,1846,15,5,Peanutbutter,18%,Crumbly
185,6,3,1846,6.99,1.5,Neutral,20%,Hard
185,7,1,1847,9.99,3,Peanutbutter,22%,Hard
185,7,2,1847,15,3,Peanutbutter,18%,Hard
185,7,3,1847,15,1.5,Peanutbutter,22%,Hard
185,8,1,1848,15,5,Peanutbutter,20%,Crumbly
185,8,2,1848,6.99,1.5,Neutral,22%,Crumbly
185,8,3,1848,15,1.5,Neutral,20%,Hard
185,9,1,1849,6.99,3,Neutral,22%,Hard
185,9,2,1849,15,5,Neutral,18%,Hard
185,9,3,1849,15,1.5,Neutral,20%,Crumbly
185,10,1,1850,9.99,5,Neutral,20%,Crumbly
185,10,2,1850,15,1.5,Neutral,20%,Hard
185,10,3,1850,6.99,5,Neutral,20%,Crumbly
186,1,1,1851,9.99,5,Neutral,20%,Hard
186,1,2,1851,6.99,1.5,Peanutbutter,22%,Crumbly
186,1,3,1851,9.99,1.5,Peanutbutter,22%,Hard
186,2,1,1852,6.99,3,Neutral,20%,Hard
186,2,2,1852,9.99,5,Peanutbutter,22%,Crumbly
186,2,3,1852,9.99,3,Peanutbutter,20%,Crumbly
186,3,1,1853,6.99,3,Neutral,20%,Crumbly
186,3,2,1853,15,3,Neutral,22%,Hard
186,3,3,1853,6.99,5,Neutral,18%,Hard
186,4,1,1854,15,5,Neutral,22%,Hard
186,4,2,1854,9.99,5,Peanutbutter,18%,Crumbly
186,4,3,1854,9.99,1.5,Neutral,22%,Hard
186,5,1,1855,15,1.5,Peanutbutter,20%,Hard
186,5,2,1855,9.99,1.5,Peanutbutter,22%,Hard
186,5,3,1855,6.99,3,Peanutbutter,18%,Crumbly
186,6,1,1856,15,5,Peanutbutter,20%,Crumbly
186,6,2,1856,15,1.5,Neutral,20%,Hard
186,6,3,1856,15,3,Neutral,18%,Crumbly
186,7,1,1857,6.99,1.5,Peanutbutter,20%,Hard
186,7,2,1857,15,3,Neutral,20%,Crumbly
186,7,3,1857,6.99,1.5,Neutral,22%,Crumbly
186,8,1,1858,15,3,Neutral,22%,Crumbly
186,8,2,1858,15,5,Neutral,20%,Crumbly
186,8,3,1858,15,3,Neutral,18%,Crumbly
186,9,1,1859,6.99,5,Neutral,20%,Hard
186,9,2,1859,9.99,1.5,Neutral,18%,Crumbly
186,9,3,1859,9.99,1.5,Neutral,22%,Crumbly
186,10,1,1860,9.99,3,Neutral,22%,Hard
186,10,2,1860,6.99,3,Neutral,18%,Crumbly
186,10,3,1860,15,5,Peanutbutter,20%,Crumbly
187,1,1,1861,9.99,3,Peanutbutter,18%,Hard
187,1,2,1861,9.99,1.5,Peanutbutter,22%,Hard
187,1,3,1861,6.99,3,Neutral,18%,Hard
187,2,1,1862,15,1.5,Peanutbutter,22%,Crumbly
187,2,2,1862,6.99,5,Peanutbutter,20%,Hard
187,2,3,1862,9.99,3,Neutral,18%,Hard
187,3,1,1863,15,5,Peanutbutter,22%,Crumbly
187,3,2,1863,15,3,Peanutbutter,18%,Crumbly
187,3,3,1863,9.99,3,Neutral,18%,Crumbly
187,4,1,1864,6.99,3,Neutral,18%,Crumbly
187,4,2,1864,9.99,1.5,Neutral,18%,Hard
187,4,3,1864,9.99,3,Neutral,22%,Crumbly
187,5,1,1865,6.99,3,Peanutbutter,18%,Crumbly
187,5,2,1865,9.99,1.5,Neutral,22%,Hard
187,5,3,1865,15,3,Peanutbutter,20%,Hard
187,6,1,1866,6.99,3,Peanutbutter,22%,Hard
187,6,2,1866,9.99,5,Peanutbutter,22%,Crumbly
187,6,3,1866,6.99,3,Neutral,20%,Crumbly
187,7,1,1867,15,5,Neutral,22%,Hard
187,7,2,1867,6.99,5,Peanutbutter,18%,Crumbly
187,7,3,1867,9.99,5,Peanutbutter,22%,Crumbly
187,8,1,1868,9.99,3,Neutral,18%,Crumbly
187,8,2,1868,15,1.5,Neutral,18%,Crumbly
187,8,3,1868,6.99,1.5,Neutral,22%,Crumbly
187,9,1,1869,9.99,5,Peanutbutter,18%,Hard
187,9,2,1869,15,1.5,Peanutbutter,22%,Crumbly
187,9,3,1869,6.99,3,Neutral,22%,Hard
187,10,1,1870,9.99,1.5,Neutral,22%,Crumbly
187,10,2,1870,9.99,3,Neutral,18%,Hard
187,10,3,1870,9.99,3,Neutral,20%,Crumbly
188,1,1,1871,9.99,5,Peanutbutter,20%,Hard
188,1,2,1871,6.99,3,Peanutbutter,22%,Crumbly
188,1,3,1871,15,5,Neutral,18%,Hard
188,2,1,1872,6.99,3,Neutral,20%,Crumbly
188,2,2,1872,9.99,1.5,Peanutbutter,22%,Hard
188,2,3,1872,6.99,5,Neutral,20%,Hard
188,3,1,1873,9.99,5,Peanutbutter,22%,Crumbly
188,3,2,1873,9.99,5,Neutral,18%,Hard
188,3,3,1873,6.99,5,Neutral,18%,Crumbly
188,4,1,1874,15,3,Peanutbutter,20%,Crumbly
188,4,2,1874,9.99,1.5,Neutral,22%,Hard
188,4,3,1874,9.99,5,Neutral,22%,Hard
188,5,1,1875,15,5,Neutral,22%,Hard
188,5,2,1875,6.99,5,Neutral,22%,Crumbly
188,5,3,1875,9.99,3,Peanutbutter,18%,Hard
188,6,1,1876,6.99,1.5,Peanutbutter,22%,Crumbly
188,6,2,1876,15,5,Peanutbutter,18%,Hard
188,6,3,1876,15,1.5,Peanutbutter,20%,Crumbly
188,7,1,1877,15,3,Peanutbutter,20%,Hard
188,7,2,1877,15,5,Peanutbutter,20%,Crumbly
188,7,3,1877,15,3,Neutral,22%,Hard
188,8,1,1878,9.99,1.5,Neutral,20%,Hard
188,8,2,1878,6.99,3,Peanutbutter,18%,Crumbly
188,8,3,1878,15,3,Peanutbutter,18%,Hard
188,9,1,1879,6.99,5,Neutral,18%,Crumbly
188,9,2,1879,9.99,3,Peanutbutter,22%,Hard
188,9,3,1879,15,3,Neutral,20%,Hard
188,10,1,1880,9.99,5,Peanutbutter,18%,Crumbly
188,10,2,1880,15,1.5,Peanutbutter,18%,Hard
188,10,3,1880,15,5,Peanutbutter,18%,Crumbly
189,1,1,1881,6.99,3,Peanutbutter,18%,Hard
189,1,2,1881,6.99,3,Peanutbutter,20%,Hard
189,1,3,1881,6.99,5,Neutral,22%,Hard
189,2,1,1882,6.99,5,Peanutbutter,20%,Crumbly
189,2,2,1882,6.99,5,Peanutbutter,20%,Hard
189,2,3,1882,9.99,3,Peanutbutter,18%,Crumbly
189,3,1,1883,9.99,1.5,Peanutbutter,20%,Crumbly
189,3,2,1883,6.99,5,Peanutbutter,22%,Hard
189,3,3,1883,15,3,Peanutbutter,20%,Crumbly
189,4,1,1884,9.99,5,Peanutbutter,20%,Hard
189,4,2,1884,6.99,3,Peanutbutter,22%,Hard
189,4,3,1884,6.99,1.5,Neutral,18%,Crumbly
189,5,1,1885,6.99,3,Neutral,18%,Crumbly
189,5,2,1885,9.99,1.5,Neutral,22%,Crumbly
189,5,3,1885,9.99,1.5,Peanutbutter,18%,Crumbly
189,6,1,1886,6.99,5,Peanutbutter,20%,Crumbly
189,6,2,1886,15,5,Peanutbutter,22%,Crumbly
189,6,3,1886,6.99,3,Peanutbutter,22%,Crumbly
189,7,1,1887,15,5,Neutral,20%,Hard
189,7,2,1887,15,1.5,Neutral,22%,Hard
189,7,3,1887,9.99,5,Peanutbutter,18%,Hard
189,8,1,1888,9.99,1.5,Peanutbutter,20%,Hard
189,8,2,1888,15,1.5,Peanutbutter,18%,Hard
189,8,3,1888,15,1.5,Neutral,22%,Hard
189,9,1,1889,9.99,1.5,Peanutbutter,22%,Hard
189,9,2,1889,15,3,Peanutbutter,20%,Hard
189,9,3,1889,15,3,Peanutbutter,18%,Hard
189,10,1,1890,15,1.5,Neutral,22%,Hard
189,10,2,1890,15,5,Peanutbutter,18%,Crumbly
189,10,3,1890,6.99,3,Peanutbutter,18%,Crumbly
190,1,1,1891,9.99,3,Peanutbutter,20%,Crumbly
190,1,2,1891,6.99,3,Neutral,22%,Crumbly
190,1,3,1891,6.99,3,Neutral,20%,Crumbly
190,2,1,1892,15,5,Peanutbutter,20%,Hard
190,2,2,1892,6.99,1.5,Neutral,22%,Crumbly
190,2,3,1892,15,1.5,Neutral,22%,Hard
190,3,1,1893,6.99,3,Peanutbutter,22%,Hard
190,3,2,1893,15,3,Neutral,22%,Crumbly
190,3,3,1893,15,3,Neutral,22%,Hard
190,4,1,1894,6.99,1.5,Peanutbutter,20%,Crumbly
190,4,2,1894,9.99,1.5,Peanutbutter,22%,Crumbly
190,4,3,1894,15,1.5,Peanutbutter,22%,Crumbly
190,5,1,1895,6.99,3,Peanutbutter,22%,Hard
190,5,2,1895,9.99,3,Peanutbutter,20%,Crumbly
190,5,3,1895,9.99,3,Peanutbutter,18%,Crumbly
190,6,1,1896,9.99,1.5,Neutral,18%,Crumbly
190,6,2,1896,9.99,3,Neutral,18%,Hard
190,6,3,1896,9.99,3,Neutral,22%,Crumbly
190,7,1,1897,6.99,3,Neutral,22%,Crumbly
190,7,2,1897,15,5,Neutral,18%,Hard
190,7,3,1897,6.99,5,Neutral,20%,Crumbly
190,8,1,1898,9.99,3,Neutral,22%,Hard
190,8,2,1898,15,3,Peanutbutter,22%,Crumbly
190,8,3,1898,15,1.5,Neutral,22%,Crumbly
190,9,1,1899,9.99,1.5,Neutral,20%,Hard
190,9,2,1899,9.99,1.5,Neutral,18%,Crumbly
190,9,3,1899,6.99,1.5,Peanutbutter,20%,Crumbly
190,10,1,1900,15,5,Neutral,18%,Hard
190,10,2,1900,15,1.5,Peanutbutter,22%,Hard
190,10,3,1900,6.99,3,Peanutbutter,18%,Crumbly
191,1,1,1901,9.99,5,Peanutbutter,20%,Hard
191,1,2,1901,6.99,3,Neutral,20%,Crumbly
191,1,3,1901,6.99,5,Peanutbutter,20%,Crumbly
191,2,1,1902,9.99,5,Neutral,18%,Crumbly
191,2,2,1902,6.99,3,Peanutbutter,20%,Hard
191,2,3,1902,6.99,3,Peanutbutter,22%,Crumbly
191,3,1,1903,15,1.5,Neutral,22%,Hard
191,3,2,1903,6.99,1.5,Neutral,20%,Crumbly
191,3,3,1903,6.99,3,Neutral,18%,Hard
191,4,1,1904,15,1.5,Neutral,18%,Crumbly
191,4,2,1904,15,5,Neutral,20%,Hard
191,4,3,1904,15,1.5,Peanutbutter,20%,Hard
191,5,1,1905,9.99,5,Peanutbutter,20%,Crumbly
191,5,2,1905,9.99,5,Peanutbutter,22%,Crumbly
191,5,3,1905,6.99,3,Neutral,18%,Hard
191,6,1,1906,9.99,5,Neutral,22%,Crumbly
191,6,2,1906,6.99,1.5,Neutral,20%,Crumbly
191,6,3,1906,6.99,5,Neutral,18%,Hard
191,7,1,1907,6.99,1.5,Neutral,22%,Crumbly
191,7,2,1907,15,1.5,Neutral,22%,Hard
191,7,3,1907,9.99,1.5,Neutral,22%,Hard
191,8,1,1908,15,5,Peanutbutter,20%,Hard
191,8,2,1908,6.99,5,Peanutbutter,22%,Crumbly
191,8,3,1908,9.99,5,Peanutbutter,20%,Crumbly
191,9,1,1909,9.99,5,Peanutbutter,18%,Crumbly
191,9,2,1909,6.99,1.5,Peanutbutter,20%,Hard
191,9,3,1909,9.99,5,Peanutbutter,22%,Hard
191,10,1,1910,6.99,5,Peanutbutter,18%,Hard
191,10,2,1910,6.99,1.5,Neutral,22%,Crumbly
191,10,3,1910,15,3,Neutral,22%,Crumbly
192,1,1,1911,9.99,3,Peanutbutter,20%,Hard
192,1,2,1911,15,3,Peanutbutter,20%,Hard
192,1,3,1911,15,5,Neutral,20%,Hard
192,2,1,1912,6.99,5,Neutral,22%,Crumbly
192,2,2,1912,15,3,Peanutbutter,22%,Hard
192,2,3,1912,9.99,5,Neutral,20%,Crumbly
192,3,1,1913,15,1.5,Peanutbutter,22%,Crumbly
192,3,2,1913,15,1.5,Neutral,18%,Hard
192,3,3,1913,6.99,5,Neutral,18%,Hard
192,4,1,1914,9.99,3,Neutral,20%,Hard
192,4,2,1914,6.99,5,Neutral,22%,Crumbly
192,4,3,1914,15,1.5,Peanutbutter,18%,Crumbly
192,5,1,1915,15,1.5,Peanutbutter,22%,Crumbly
192,5,2,1915,15,5,Peanutbutter,20%,Crumbly
192,5,3,1915,6.99,1.5,Peanutbutter,18%,Hard
192,6,1,1916,15,1.5,Neutral,18%,Crumbly
192,6,2,1916,15,3,Neutral,20%,Hard
192,6,3,1916,15,3,Neutral,22%,Hard
192,7,1,1917,9.99,3,Peanutbutter,22%,Hard
192,7,2,1917,15,3,Peanutbutter,22%,Hard
192,7,3,1917,9.99,5,Neutral,18%,Hard
192,8,1,1918,6.99,1.5,Peanutbutter,22%,Crumbly
192,8,2,1918,15,1.5,Peanutbutter,18%,Hard
192,8,3,1918,6.99,1.5,Peanutbutter,20%,Crumbly
192,9,1,1919,15,3,Neutral,18%,Hard
192,9,2,1919,6.99,3,Peanutbutter,22%,Hard
192,9,3,1919,15,1.5,Peanutbutter,22%,Hard
192,10,1,1920,15,5,Neutral,18%,Crumbly
192,10,2,1920,9.99,3,Neutral,20%,Crumbly
192,10,3,1920,6.99,1.5,Neutral,18%,Crumbly
193,1,1,1921,9.99,3,Neutral,18%,Hard
193,1,2,1921,6.99,3,Peanutbutter,20%,Hard
193,1,3,1921,15,5,Neutral,18%,Crumbly
193,2,1,1922,9.99,5,Neutral,20%,Crumbly
193,2,2,1922,6.99,5,Peanutbutter,20%,Crumbly
193,2,3,1922,6.99,3,Peanutbutter,18%,Crumbly
193,3,1,1923,9.99,3,Neutral,20%,Hard
193,3,2,1923,6.99,5,Neutral,22%,Crumbly
193,3,3,1923,15,5,Peanutbutter,20%,Crumbly
193,4,1,1924,6.99,3,Neutral,18%,Crumbly
193,4,2,1924,15,5,Peanutbutter,20%,Hard
193,4,3,1924,15,3,Peanutbutter,18%,Crumbly
193,5,1,1925,9.99,5,Peanutbutter,18%,Hard
193,5,2,1925,15,3,Neutral,20%,Crumbly
193,5,3,1925,9.99,3,Peanutbutter,20%,Crumbly
193,6,1,1926,6.99,1.5,Peanutbutter,18%,Crumbly
193,6,2,1926,15,3,Neutral,20%,Crumbly
193,6,3,1926,6.99,1.5,Neutral,18%,Hard
193,7,1,1927,9.99,5,Peanutbutter,18%,Hard
193,7,2,1927,15,5,Peanutbutter,18%,Crumbly
193,7,3,1927,6.99,3,Peanutbutter,22%,Hard
193,8,1,1928,6.99,1.5,Neutral,18%,Hard
193,8,2,1928,15,3,Neutral,20%,Crumbly
193,8,3,1928,9.99,3,Neutral,18%,Crumbly
193,9,1,1929,15,1.5,Neutral,20%,Crumbly
193,9,2,1929,9.99,3,Peanutbutter,20%,Hard
